city,number_of_bedrooms,number_of_bathrooms,furnished,power_supply_hours,security_level,estate_type,proximity_to_road,parking_space,monthly_rent
Port Harcourt,2,1,Yes,20,High,Estate,Far,No,755000
Abuja,2,1,No,4,Medium,Estate,Far,Yes,525000
Ibadan,2,2,No,8,Medium,Non-Estate,Far,No,205000
Benin,1,1,Yes,12,Medium,Non-Estate,Far,Yes,190000
Lagos,3,3,No,12,Low,Estate,Far,No,700000
Ibadan,4,3,No,12,Low,Non-Estate,Near,No,460000
Lagos,1,1,No,20,Medium,Estate,Near,No,410000
Benin,1,1,No,4,Low,Non-Estate,Near,Yes,130000
Ibadan,3,2,No,12,Low,Estate,Near,No,325000
Abuja,4,2,No,4,High,Estate,Far,No,845000
Ibadan,2,2,No,20,Medium,Non-Estate,Far,Yes,275000
Abuja,2,1,No,24,Medium,Non-Estate,Far,Yes,720000
Abuja,3,3,Yes,12,Medium,Non-Estate,Near,No,1035000
Ibadan,2,1,No,4,High,Non-Estate,Near,Yes,235000
Abuja,1,1,Yes,16,Low,Estate,Far,No,580000
Abuja,3,2,Yes,16,High,Non-Estate,Far,Yes,1175000
Abuja,3,2,No,8,Medium,Non-Estate,Near,Yes,755000
Ibadan,3,2,No,20,Low,Non-Estate,Far,Yes,340000
Abuja,3,2,No,24,Medium,Non-Estate,Far,Yes,910000
Lagos,3,2,Yes,12,Medium,Non-Estate,Near,Yes,760000
Ibadan,2,1,Yes,12,Medium,Non-Estate,Near,No,295000
Ibadan,2,1,No,8,Low,Non-Estate,Far,Yes,215000
Lagos,1,1,Yes,12,Medium,Non-Estate,Far,No,420000
Lagos,1,1,Yes,12,Medium,Non-Estate,Near,No,455000
Lagos,3,3,No,8,Medium,Non-Estate,Far,Yes,570000
Abuja,4,3,Yes,4,High,Non-Estate,Far,Yes,1115000
Abuja,5,4,No,8,High,Estate,Far,Yes,1320000
Ibadan,3,2,No,4,Medium,Estate,Near,Yes,365000
Port Harcourt,2,2,Yes,12,High,Non-Estate,Far,Yes,535000
Port Harcourt,1,1,No,12,Low,Estate,Near,Yes,325000
Abuja,4,3,No,12,Low,Non-Estate,Far,No,905000
Ibadan,3,2,No,8,Medium,Non-Estate,Far,Yes,325000
Abuja,3,3,No,12,Medium,Non-Estate,Near,No,775000
Ilorin,3,3,Yes,16,Medium,Non-Estate,Near,No,310000
Port Harcourt,3,3,No,12,Medium,Non-Estate,Far,No,500000
Lagos,4,2,No,24,Low,Non-Estate,Far,No,850000
Port Harcourt,1,1,Yes,12,Low,Estate,Near,No,395000
Abuja,3,2,Yes,12,High,Non-Estate,Near,Yes,1250000
Port Harcourt,4,2,Yes,4,High,Non-Estate,Near,No,635000
Lagos,2,2,Yes,16,Medium,Estate,Near,No,815000
Lagos,3,2,No,20,Medium,Non-Estate,Far,Yes,840000
Benin,2,1,Yes,20,Medium,Non-Estate,Far,Yes,260000
Lagos,5,3,Yes,24,Low,Non-Estate,Far,Yes,1480000
Ibadan,1,1,No,8,Medium,Estate,Near,Yes,215000
Lagos,3,2,Yes,12,Medium,Non-Estate,Far,Yes,875000
Port Harcourt,2,2,No,12,Medium,Estate,Near,No,470000
Port Harcourt,3,2,No,12,Low,Non-Estate,Far,No,390000
Abuja,2,1,Yes,4,High,Non-Estate,Near,Yes,570000
Abuja,2,1,No,20,High,Non-Estate,Near,Yes,795000
Lagos,2,1,No,20,Medium,Non-Estate,Near,No,500000
Lagos,4,2,No,12,Medium,Estate,Near,Yes,845000
Abuja,2,1,Yes,8,High,Estate,Far,Yes,840000
Port Harcourt,1,1,No,4,Low,Estate,Far,No,240000
Benin,3,3,No,16,Medium,Non-Estate,Far,Yes,350000
Benin,3,3,No,8,Medium,Non-Estate,Far,Yes,230000
Ibadan,4,2,Yes,20,Medium,Estate,Near,Yes,665000
Ibadan,1,1,No,16,High,Estate,Near,No,280000
Port Harcourt,3,3,No,12,Medium,Non-Estate,Far,No,545000
Lagos,2,2,No,12,Low,Non-Estate,Near,Yes,555000
Benin,2,1,No,0,Low,Estate,Near,Yes,185000
Port Harcourt,3,3,No,20,Low,Estate,Far,No,745000
Port Harcourt,3,3,No,12,Medium,Estate,Near,No,640000
Lagos,3,3,No,24,Medium,Estate,Near,No,970000
Abuja,2,1,No,12,Low,Estate,Near,No,605000
Abuja,2,2,Yes,16,Medium,Estate,Near,Yes,1000000
Benin,2,2,No,4,Medium,Non-Estate,Near,No,165000
Abuja,5,4,No,12,Medium,Non-Estate,Near,No,1295000
Abuja,2,1,Yes,16,Medium,Estate,Near,No,750000
Ilorin,2,2,No,16,Medium,Non-Estate,Near,No,205000
Lagos,2,1,Yes,16,Medium,Non-Estate,Near,Yes,585000
Abuja,3,2,No,8,Medium,Non-Estate,Far,No,615000
Lagos,2,1,No,24,Medium,Estate,Near,No,780000
Ibadan,4,4,Yes,24,High,Non-Estate,Near,No,745000
Benin,2,1,No,4,Medium,Non-Estate,Near,Yes,170000
Lagos,4,3,Yes,20,Medium,Estate,Near,No,1295000
Benin,1,1,No,8,Medium,Non-Estate,Near,No,150000
Lagos,3,3,No,16,Low,Non-Estate,Near,Yes,835000
Benin,4,3,Yes,8,Medium,Non-Estate,Far,No,420000
Ibadan,2,2,Yes,24,Medium,Estate,Far,No,500000
Ibadan,5,4,Yes,4,Low,Estate,Far,Yes,615000
Lagos,2,1,No,12,Medium,Non-Estate,Near,Yes,450000
Ilorin,4,3,No,12,Low,Estate,Near,No,295000
Ibadan,3,2,Yes,8,Medium,Non-Estate,Near,Yes,390000
Abuja,2,1,Yes,12,Low,Estate,Far,Yes,735000
Ibadan,2,1,Yes,4,Low,Non-Estate,Near,Yes,265000
Lagos,2,2,No,16,High,Non-Estate,Near,Yes,615000
Benin,1,1,No,24,High,Estate,Near,Yes,235000
Lagos,1,1,Yes,16,Low,Non-Estate,Far,Yes,435000
Ibadan,1,1,No,20,Medium,Non-Estate,Far,No,175000
Abuja,2,1,Yes,8,Medium,Estate,Far,No,685000
Lagos,3,2,No,8,Medium,Estate,Near,No,680000
Lagos,1,1,No,12,Medium,Estate,Near,Yes,445000
Lagos,1,1,No,0,Medium,Estate,Far,Yes,235000
Abuja,3,3,No,20,Medium,Non-Estate,Near,Yes,1130000
Abuja,2,1,No,4,Low,Non-Estate,Near,No,350000
Port Harcourt,1,1,No,20,Low,Estate,Far,No,315000
Lagos,2,1,No,4,High,Estate,Far,No,485000
Lagos,4,3,Yes,16,Medium,Estate,Far,Yes,1110000
Ibadan,4,3,Yes,4,Medium,Non-Estate,Near,No,375000
Lagos,2,1,Yes,0,Medium,Estate,Near,Yes,435000
Benin,3,3,No,16,Medium,Non-Estate,Near,No,335000
Benin,3,2,Yes,8,Medium,Estate,Far,Yes,390000
Port Harcourt,3,3,Yes,16,Medium,Non-Estate,Far,Yes,750000
Port Harcourt,3,2,No,12,Medium,Estate,Far,Yes,595000
Benin,3,2,Yes,4,Medium,Non-Estate,Far,No,245000
Lagos,2,1,No,20,Medium,Non-Estate,Far,Yes,470000
Lagos,1,1,No,12,Medium,Non-Estate,Near,Yes,310000
Lagos,2,1,No,16,Medium,Non-Estate,Far,Yes,565000
Ibadan,4,3,No,12,Medium,Non-Estate,Far,No,350000
Lagos,3,3,No,12,Medium,Non-Estate,Near,Yes,830000
Port Harcourt,4,3,No,8,Medium,Non-Estate,Near,No,540000
Ilorin,5,4,Yes,8,Medium,Non-Estate,Far,No,395000
Benin,2,1,No,12,High,Non-Estate,Near,No,260000
Abuja,3,3,Yes,12,Medium,Non-Estate,Far,No,875000
Lagos,3,2,Yes,8,High,Estate,Near,No,1020000
Ibadan,5,3,No,16,Medium,Non-Estate,Far,Yes,515000
Port Harcourt,5,3,Yes,16,High,Non-Estate,Near,Yes,1225000
Lagos,3,2,No,0,Medium,Estate,Near,No,470000
Lagos,2,1,Yes,8,High,Non-Estate,Near,Yes,700000
Benin,3,3,Yes,12,Low,Estate,Near,Yes,395000
Port Harcourt,1,1,Yes,4,Low,Non-Estate,Near,No,245000
Ibadan,3,2,Yes,8,Medium,Non-Estate,Near,No,430000
Benin,4,3,No,4,High,Estate,Far,No,330000
Port Harcourt,2,1,No,24,Medium,Non-Estate,Near,No,480000
Abuja,3,2,No,16,Low,Estate,Far,No,945000
Abuja,2,1,No,4,Medium,Estate,Far,Yes,465000
Abuja,2,2,Yes,0,Medium,Estate,Far,Yes,545000
Abuja,2,1,Yes,16,Medium,Non-Estate,Near,No,815000
Ibadan,3,2,Yes,12,Medium,Non-Estate,Near,Yes,410000
Port Harcourt,4,3,No,16,High,Estate,Near,Yes,935000
Benin,4,3,No,20,High,Non-Estate,Far,No,445000
Abuja,2,1,No,12,Medium,Estate,Far,Yes,640000
Port Harcourt,4,4,No,4,Medium,Non-Estate,Near,Yes,515000
Port Harcourt,3,2,No,16,Medium,Estate,Near,Yes,660000
Port Harcourt,2,1,No,24,Medium,Estate,Near,Yes,565000
Ibadan,1,1,No,12,Low,Estate,Near,Yes,185000
Lagos,2,1,Yes,16,High,Non-Estate,Near,No,775000
Abuja,4,2,No,8,Medium,Non-Estate,Far,Yes,735000
Lagos,3,2,No,8,High,Non-Estate,Near,Yes,720000
Abuja,3,2,No,16,High,Estate,Far,Yes,1035000
Abuja,2,1,Yes,20,Low,Non-Estate,Far,Yes,685000
Port Harcourt,3,2,No,12,High,Non-Estate,Far,No,505000
Ilorin,1,1,No,16,Medium,Estate,Near,Yes,140000
Port Harcourt,2,1,No,4,Medium,Estate,Near,No,300000
Ibadan,3,2,Yes,8,Medium,Estate,Near,Yes,465000
Abuja,1,1,No,12,Medium,Non-Estate,Far,No,380000
Port Harcourt,4,2,No,4,Medium,Non-Estate,Near,Yes,475000
Lagos,2,1,No,12,Medium,Non-Estate,Near,Yes,510000
Lagos,3,2,No,8,Low,Estate,Near,Yes,765000
Abuja,2,2,No,16,Medium,Estate,Near,No,640000
Abuja,3,3,Yes,16,Medium,Non-Estate,Far,Yes,1050000
Lagos,1,1,Yes,12,Low,Estate,Near,Yes,525000
Lagos,1,1,No,4,Medium,Non-Estate,Near,No,235000
Lagos,4,3,No,12,Medium,Non-Estate,Near,Yes,950000
Ilorin,2,1,Yes,24,Medium,Estate,Near,Yes,365000
Abuja,4,4,No,12,Low,Non-Estate,Far,No,785000
Abuja,5,3,No,0,High,Non-Estate,Near,Yes,1035000
Lagos,2,1,No,0,Medium,Non-Estate,Near,No,320000
Port Harcourt,2,1,Yes,8,Low,Non-Estate,Far,Yes,350000
Lagos,3,2,Yes,4,Medium,Estate,Far,Yes,720000
Lagos,5,4,No,16,Medium,Non-Estate,Near,Yes,1055000
Abuja,4,3,No,16,Low,Non-Estate,Near,No,1010000
Lagos,3,3,No,8,Medium,Non-Estate,Near,No,530000
Lagos,3,3,No,8,High,Non-Estate,Near,No,755000
Lagos,1,1,No,8,Medium,Non-Estate,Near,Yes,325000
Lagos,5,4,No,20,Low,Estate,Near,No,1360000
Lagos,5,4,No,12,High,Estate,Far,Yes,1215000
Abuja,2,1,No,16,Medium,Estate,Near,Yes,685000
Ibadan,2,1,No,12,High,Estate,Far,No,265000
Port Harcourt,1,1,Yes,12,Low,Estate,Far,Yes,390000
Abuja,2,2,No,8,Medium,Estate,Far,Yes,530000
Lagos,4,3,Yes,8,Medium,Non-Estate,Near,Yes,1025000
Benin,2,2,No,12,Low,Non-Estate,Far,No,180000
Abuja,1,1,No,12,High,Non-Estate,Far,Yes,455000
Lagos,2,1,Yes,8,Medium,Non-Estate,Near,Yes,565000
Port Harcourt,5,4,Yes,4,Low,Estate,Near,No,895000
Lagos,3,2,No,8,Medium,Non-Estate,Near,Yes,640000
Abuja,2,1,No,12,Medium,Non-Estate,Far,Yes,510000
Abuja,2,1,Yes,12,Low,Estate,Near,No,810000
Benin,5,3,No,20,High,Non-Estate,Near,No,620000
Abuja,4,3,Yes,0,High,Estate,Far,Yes,1080000
Ibadan,2,1,Yes,8,Medium,Estate,Near,No,350000
Ilorin,1,1,Yes,4,Medium,Estate,Far,Yes,145000
Lagos,1,1,Yes,12,Medium,Non-Estate,Near,Yes,455000
Lagos,1,1,No,12,High,Non-Estate,Far,Yes,330000
Abuja,3,2,No,16,High,Non-Estate,Near,Yes,990000
Abuja,4,3,No,8,Medium,Non-Estate,Near,Yes,865000
Abuja,2,2,No,12,High,Estate,Far,No,715000
Benin,4,2,Yes,20,Medium,Non-Estate,Near,No,525000
Ibadan,2,2,No,20,Medium,Non-Estate,Near,No,325000
Port Harcourt,3,3,Yes,24,High,Estate,Far,No,1145000
Abuja,3,2,No,16,Medium,Non-Estate,Near,Yes,895000
Ibadan,2,1,No,20,Medium,Estate,Far,Yes,285000
Ilorin,2,2,Yes,8,Medium,Estate,Near,No,205000
Ibadan,3,3,No,4,Medium,Non-Estate,Near,No,295000
Lagos,1,1,Yes,0,Medium,Non-Estate,Near,No,290000
Port Harcourt,2,1,No,16,High,Non-Estate,Far,Yes,495000
Lagos,3,3,Yes,20,Medium,Non-Estate,Near,Yes,965000
Lagos,5,4,No,4,High,Estate,Far,Yes,970000
Lagos,2,2,Yes,12,Medium,Non-Estate,Far,Yes,625000
Port Harcourt,4,3,No,16,Medium,Non-Estate,Near,Yes,775000
Port Harcourt,2,2,No,20,High,Non-Estate,Far,Yes,500000
Lagos,3,2,Yes,12,Medium,Non-Estate,Far,No,725000
Abuja,3,2,No,24,Low,Non-Estate,Near,Yes,825000
Abuja,4,3,No,8,Medium,Non-Estate,Near,Yes,780000
Abuja,2,2,No,8,Medium,Non-Estate,Near,No,460000
Lagos,3,2,Yes,12,Low,Non-Estate,Far,Yes,765000
Abuja,3,2,Yes,8,High,Non-Estate,Far,No,975000
Ibadan,2,1,No,0,High,Estate,Near,Yes,215000
Lagos,1,1,No,16,Medium,Non-Estate,Near,No,325000
Lagos,1,1,No,16,High,Non-Estate,Far,No,425000
Abuja,1,1,Yes,16,High,Non-Estate,Near,No,680000
Benin,4,2,No,8,Medium,Non-Estate,Far,Yes,260000
Port Harcourt,2,2,Yes,12,Low,Estate,Near,Yes,560000
Port Harcourt,2,2,No,8,Low,Estate,Far,Yes,350000
Abuja,3,3,No,0,Low,Estate,Far,Yes,520000
Port Harcourt,2,1,Yes,12,Low,Estate,Near,Yes,565000
Lagos,3,3,No,4,Medium,Non-Estate,Near,No,630000
Port Harcourt,2,1,Yes,4,Medium,Estate,Near,Yes,480000
Benin,5,3,No,16,Low,Non-Estate,Near,No,505000
Port Harcourt,4,4,No,0,Low,Non-Estate,Near,No,465000
Benin,4,2,No,24,Medium,Estate,Far,No,520000
Ibadan,2,1,Yes,12,Medium,Estate,Near,Yes,335000
Lagos,3,3,Yes,24,High,Non-Estate,Near,No,1135000
Benin,1,1,No,4,Low,Estate,Far,Yes,135000
Lagos,1,1,No,12,High,Estate,Far,Yes,420000
Abuja,1,1,No,8,High,Non-Estate,Near,No,380000
Lagos,3,3,Yes,16,Medium,Non-Estate,Far,Yes,970000
Lagos,2,1,Yes,8,Medium,Non-Estate,Far,No,465000
Abuja,3,3,No,8,High,Estate,Near,Yes,1000000
Lagos,1,1,No,20,Low,Estate,Near,Yes,445000
Abuja,2,1,No,8,High,Non-Estate,Near,Yes,630000
Port Harcourt,3,2,No,0,High,Non-Estate,Far,Yes,380000
Lagos,2,1,No,8,Medium,Non-Estate,Far,Yes,415000
Lagos,3,2,Yes,16,Medium,Estate,Far,Yes,850000
Port Harcourt,2,2,Yes,8,Medium,Estate,Near,No,570000
Abuja,4,3,No,12,Medium,Estate,Near,No,1140000
Ibadan,3,2,No,4,Medium,Non-Estate,Far,No,225000
Port Harcourt,2,2,No,12,Medium,Estate,Near,No,425000
Ibadan,2,1,No,16,Low,Non-Estate,Near,Yes,250000
Port Harcourt,3,2,No,12,Medium,Estate,Near,No,605000
Abuja,4,4,Yes,12,Medium,Non-Estate,Far,Yes,1255000
Port Harcourt,2,1,No,4,Medium,Estate,Near,Yes,340000
Lagos,2,1,No,8,Low,Non-Estate,Near,No,430000
Abuja,4,3,No,4,Low,Estate,Far,Yes,910000
Ibadan,3,2,No,12,Medium,Non-Estate,Far,No,265000
Abuja,2,2,No,12,Medium,Non-Estate,Far,Yes,550000
Ibadan,2,1,Yes,20,Low,Estate,Far,Yes,400000
Ibadan,2,1,No,4,High,Non-Estate,Near,Yes,240000
Benin,3,2,No,12,High,Non-Estate,Near,Yes,285000
Benin,2,1,No,12,Medium,Non-Estate,Far,No,170000
Abuja,5,3,No,12,Low,Non-Estate,Near,No,930000
Abuja,2,1,Yes,20,Medium,Non-Estate,Far,Yes,800000
Port Harcourt,2,2,Yes,8,Medium,Estate,Far,Yes,530000
Abuja,3,3,Yes,0,High,Estate,Near,Yes,855000
Port Harcourt,4,2,Yes,16,Medium,Non-Estate,Near,No,820000
Ibadan,4,3,No,8,Medium,Non-Estate,Near,Yes,385000
Port Harcourt,2,1,No,0,High,Estate,Near,No,380000
Abuja,3,3,No,8,Low,Non-Estate,Near,No,615000
Lagos,3,3,No,8,Low,Estate,Far,No,640000
Abuja,2,1,Yes,12,Medium,Non-Estate,Near,No,730000
Lagos,2,2,No,4,Low,Non-Estate,Far,No,395000
Benin,2,1,No,12,Low,Non-Estate,Near,No,200000
Abuja,2,1,Yes,12,Medium,Estate,Near,No,730000
Lagos,4,2,No,12,Medium,Non-Estate,Near,No,860000
Lagos,2,1,No,24,Medium,Non-Estate,Far,No,610000
Port Harcourt,5,3,No,0,High,Non-Estate,Near,No,670000
Port Harcourt,3,2,Yes,24,Medium,Estate,Near,No,840000
Abuja,3,3,No,12,Low,Non-Estate,Far,No,600000
Lagos,3,2,Yes,16,Low,Non-Estate,Near,No,895000
Abuja,1,1,Yes,12,Low,Non-Estate,Near,Yes,555000
Abuja,2,1,No,12,Low,Non-Estate,Near,Yes,585000
Port Harcourt,1,1,No,20,Low,Non-Estate,Near,No,345000
Port Harcourt,3,2,No,20,Medium,Estate,Near,Yes,755000
Abuja,2,1,No,8,Medium,Non-Estate,Near,Yes,480000
Lagos,3,2,No,4,Medium,Non-Estate,Near,Yes,570000
Ilorin,2,1,No,12,High,Estate,Far,No,210000
Abuja,2,1,No,20,High,Non-Estate,Far,No,720000
Port Harcourt,2,1,No,8,Medium,Estate,Far,Yes,430000
Lagos,4,3,No,16,Low,Estate,Far,Yes,940000
Abuja,3,3,No,16,Medium,Non-Estate,Near,No,745000
Lagos,2,1,Yes,16,Medium,Non-Estate,Far,No,675000
Abuja,3,2,No,12,Low,Non-Estate,Near,Yes,660000
Ilorin,1,1,No,12,High,Non-Estate,Far,Yes,140000
Abuja,5,4,No,24,Medium,Non-Estate,Near,No,1730000
Lagos,3,2,No,12,Low,Non-Estate,Near,No,580000
Lagos,2,1,Yes,16,High,Non-Estate,Far,No,755000
Abuja,3,2,No,8,High,Non-Estate,Far,No,665000
Lagos,1,1,No,16,Medium,Non-Estate,Far,No,380000
Lagos,5,4,Yes,8,Medium,Estate,Near,Yes,1240000
Ibadan,2,1,No,8,Medium,Non-Estate,Near,Yes,240000
Abuja,3,2,No,16,Medium,Non-Estate,Near,No,855000
Lagos,2,2,No,12,Low,Non-Estate,Near,No,480000
Benin,3,3,No,16,Medium,Non-Estate,Near,No,345000
Lagos,3,2,No,8,High,Estate,Near,No,860000
Ilorin,3,3,No,12,Medium,Non-Estate,Near,No,255000
Abuja,3,2,No,12,High,Estate,Near,No,1100000
Benin,4,4,No,12,High,Estate,Far,Yes,480000
Port Harcourt,1,1,No,8,Medium,Non-Estate,Far,Yes,240000
Ibadan,2,1,No,16,High,Non-Estate,Near,No,285000
Ilorin,2,2,No,16,Low,Non-Estate,Near,Yes,220000
Lagos,5,3,Yes,8,Medium,Estate,Near,Yes,1160000
Ilorin,2,1,No,8,High,Non-Estate,Near,No,160000
Abuja,3,2,No,16,Low,Non-Estate,Far,No,670000
Abuja,3,3,No,16,Medium,Estate,Far,Yes,935000
Abuja,2,1,Yes,16,High,Estate,Far,No,1015000
Abuja,2,1,Yes,16,Medium,Estate,Near,Yes,860000
Lagos,2,2,Yes,8,Low,Non-Estate,Far,Yes,595000
Port Harcourt,2,1,Yes,8,Low,Non-Estate,Near,No,395000
Abuja,2,1,No,8,Medium,Non-Estate,Near,No,535000
Ibadan,1,1,Yes,4,High,Non-Estate,Near,Yes,215000
Ibadan,4,3,No,16,High,Non-Estate,Far,Yes,495000
Abuja,5,3,Yes,4,Medium,Non-Estate,Near,Yes,1165000
Abuja,2,1,Yes,20,Medium,Non-Estate,Near,No,790000
Lagos,2,2,No,16,Medium,Non-Estate,Far,No,480000
Lagos,1,1,Yes,20,Low,Non-Estate,Near,Yes,480000
Lagos,3,2,No,20,Medium,Non-Estate,Near,Yes,735000
Abuja,4,3,Yes,12,Medium,Estate,Near,No,1305000
Lagos,1,1,No,16,Medium,Estate,Near,No,450000
Ilorin,2,1,No,4,High,Non-Estate,Far,No,130000
Port Harcourt,3,2,No,0,Medium,Estate,Near,Yes,465000
Abuja,3,2,Yes,16,Medium,Non-Estate,Near,No,1160000
Port Harcourt,1,1,No,4,Low,Non-Estate,Near,Yes,210000
Lagos,3,2,No,24,High,Estate,Far,Yes,1060000
Abuja,2,1,No,16,High,Non-Estate,Near,Yes,640000
Port Harcourt,2,2,No,16,High,Non-Estate,Far,Yes,480000
Abuja,3,3,Yes,8,Medium,Estate,Near,No,1090000
Abuja,4,3,No,16,Medium,Non-Estate,Near,No,965000
Ilorin,2,1,Yes,0,Medium,Non-Estate,Far,No,120000
Benin,4,2,Yes,16,Low,Estate,Near,Yes,510000
Port Harcourt,2,2,No,4,Medium,Estate,Near,Yes,430000
Port Harcourt,3,2,Yes,16,High,Estate,Near,Yes,1015000
Port Harcourt,2,2,Yes,8,Low,Estate,Near,No,570000
Lagos,4,4,Yes,4,Low,Estate,Near,No,1095000
Abuja,4,4,No,12,Medium,Non-Estate,Far,Yes,885000
Lagos,1,1,No,4,Medium,Estate,Far,Yes,265000
Abuja,4,3,No,16,Medium,Non-Estate,Near,Yes,1070000
Abuja,4,3,Yes,8,Medium,Estate,Near,No,1245000
Lagos,3,2,No,8,Medium,Non-Estate,Far,Yes,565000
Ilorin,2,1,No,12,High,Non-Estate,Near,Yes,175000
Benin,4,4,No,8,Medium,Non-Estate,Near,Yes,320000
Ibadan,4,2,Yes,8,High,Non-Estate,Far,Yes,435000
Abuja,2,2,No,16,High,Estate,Far,Yes,900000
Benin,5,4,No,4,High,Non-Estate,Far,No,430000
Lagos,1,1,Yes,4,Low,Estate,Far,No,310000
Ibadan,1,1,Yes,8,Low,Estate,Far,Yes,195000
Lagos,3,2,Yes,12,Low,Non-Estate,Near,Yes,705000
Ibadan,3,2,No,12,Medium,Non-Estate,Far,No,340000
Lagos,3,2,Yes,8,High,Estate,Near,No,1085000
Benin,1,1,No,16,Medium,Non-Estate,Near,Yes,160000
Benin,5,4,Yes,0,High,Non-Estate,Near,No,425000
Lagos,1,1,No,12,Medium,Non-Estate,Far,No,305000
Abuja,1,1,Yes,8,Medium,Estate,Near,Yes,535000
Ilorin,1,1,No,12,High,Estate,Far,No,150000
Abuja,3,2,No,24,Medium,Non-Estate,Far,No,890000
Benin,4,2,Yes,12,High,Estate,Near,No,625000
Port Harcourt,3,2,No,24,Low,Non-Estate,Far,Yes,545000
Abuja,4,3,Yes,8,High,Non-Estate,Far,Yes,1300000
Lagos,1,1,No,0,Medium,Non-Estate,Far,Yes,220000
Lagos,3,2,No,4,High,Non-Estate,Near,No,570000
Ibadan,2,1,Yes,8,Low,Non-Estate,Far,Yes,270000
Abuja,2,1,Yes,8,Medium,Non-Estate,Far,Yes,665000
Abuja,1,1,No,4,High,Non-Estate,Near,No,380000
Abuja,3,2,No,12,High,Estate,Near,Yes,1100000
Port Harcourt,3,2,No,8,Low,Non-Estate,Near,No,475000
Benin,3,2,No,4,Medium,Non-Estate,Far,Yes,205000
Ilorin,2,2,No,8,Medium,Non-Estate,Near,Yes,175000
Abuja,1,1,Yes,20,Low,Non-Estate,Near,Yes,640000
Ibadan,3,2,No,8,Medium,Non-Estate,Far,No,280000
Ibadan,2,2,Yes,16,Low,Non-Estate,Near,No,345000
Port Harcourt,4,3,No,12,Medium,Non-Estate,Far,Yes,700000
Ilorin,3,3,No,12,Medium,Non-Estate,Near,No,260000
Lagos,2,1,Yes,8,Medium,Estate,Near,No,580000
Lagos,5,3,No,8,Medium,Estate,Near,Yes,1165000
Benin,3,2,No,12,High,Non-Estate,Far,Yes,335000
Abuja,1,1,No,8,Low,Non-Estate,Far,Yes,300000
Ibadan,3,2,Yes,8,Medium,Non-Estate,Far,No,370000
Benin,2,1,Yes,4,Low,Estate,Far,No,185000
Lagos,4,3,No,20,Medium,Estate,Near,Yes,1065000
Benin,4,3,No,12,Low,Estate,Near,Yes,420000
Abuja,5,3,No,12,Low,Non-Estate,Near,Yes,1265000
Abuja,3,3,Yes,12,Medium,Estate,Far,Yes,945000
Port Harcourt,2,1,No,20,Medium,Estate,Far,Yes,555000
Benin,3,2,No,12,High,Non-Estate,Near,Yes,330000
Lagos,1,1,No,12,Medium,Non-Estate,Far,Yes,370000
Abuja,3,3,No,20,High,Estate,Far,No,1270000
Port Harcourt,3,2,No,16,Medium,Non-Estate,Near,Yes,665000
Ibadan,1,1,No,4,Low,Non-Estate,Far,Yes,140000
Port Harcourt,2,1,No,4,Medium,Non-Estate,Near,Yes,350000
Lagos,4,3,No,16,Medium,Non-Estate,Far,Yes,810000
Lagos,4,4,No,16,Medium,Non-Estate,Near,No,920000
Abuja,1,1,No,12,Medium,Estate,Near,No,415000
Ibadan,1,1,No,12,Medium,Estate,Near,Yes,230000
Lagos,2,1,Yes,12,Medium,Non-Estate,Far,Yes,515000
Lagos,4,4,Yes,12,Low,Non-Estate,Far,Yes,935000
Ilorin,1,1,Yes,16,Low,Non-Estate,Near,Yes,180000
Lagos,3,3,Yes,4,Low,Estate,Far,No,740000
Ilorin,1,1,Yes,24,Low,Non-Estate,Far,Yes,195000
Port Harcourt,3,2,Yes,16,High,Estate,Far,No,770000
Ibadan,2,2,No,12,Low,Non-Estate,Near,No,240000
Lagos,3,2,No,8,Medium,Estate,Near,Yes,655000
Lagos,2,2,Yes,4,Medium,Non-Estate,Far,Yes,420000
Ibadan,3,2,Yes,12,Low,Estate,Near,No,425000
Ibadan,2,1,No,16,High,Estate,Near,Yes,355000
Ibadan,3,3,No,12,Medium,Estate,Near,Yes,375000
Lagos,4,3,No,8,Low,Non-Estate,Near,Yes,770000
Ibadan,1,1,No,12,High,Estate,Near,No,225000
Ibadan,4,3,No,16,Low,Non-Estate,Far,Yes,380000
Port Harcourt,3,2,No,0,Low,Non-Estate,Near,No,365000
Ibadan,1,1,No,12,High,Non-Estate,Near,No,215000
Ibadan,2,1,No,16,Medium,Estate,Near,No,340000
Port Harcourt,2,1,No,12,Medium,Non-Estate,Far,Yes,365000
Lagos,3,2,No,16,Low,Non-Estate,Far,No,715000
Abuja,3,2,No,12,High,Non-Estate,Far,Yes,920000
Lagos,1,1,Yes,24,Medium,Non-Estate,Near,Yes,595000
Abuja,3,2,No,4,Low,Non-Estate,Near,No,550000
Abuja,4,3,No,12,Medium,Non-Estate,Far,Yes,790000
Lagos,4,4,No,4,High,Non-Estate,Far,No,800000
Abuja,3,2,No,4,Low,Non-Estate,Far,Yes,555000
Lagos,5,4,No,8,High,Estate,Near,No,1400000
Ibadan,3,3,No,4,Medium,Estate,Near,Yes,350000
Benin,2,1,No,24,Medium,Estate,Near,No,345000
Lagos,4,3,Yes,20,Medium,Estate,Far,Yes,1550000
Ilorin,2,2,No,8,High,Non-Estate,Near,Yes,215000
Abuja,2,1,Yes,12,Low,Non-Estate,Near,No,610000
Lagos,2,1,Yes,12,Low,Estate,Near,No,580000
Lagos,4,3,No,16,High,Non-Estate,Near,Yes,1205000
